gamma_base,alpha,beta_time,mu_log_time,sigma_log_time
0.250853,0.680611,0.943031,5.93178,0.994788
0.253815,0.684804,0.931574,5.92144,1.01805
0.261873,0.660266,0.90889,5.93002,1.01101
0.261862,0.667025,0.94065,5.91934,1.00507
0.245797,0.671773,0.935279,5.93539,1.01658
0.247424,0.672199,0.966876,5.9455,1.00419
0.254235,0.648399,0.941612,5.93433,1.00628
0.254941,0.662043,0.857435,5.92294,1.0083
0.268339,0.663861,0.886719,5.94391,1.01539
0.261164,0.659201,0.890891,5.92902,0.999027
0.267735,0.66572,0.990221,5.92987,1.00736
0.248691,0.676904,0.895227,5.93224,1.00214
0.264545,0.666464,0.998604,5.92613,1.00254
0.255937,0.682492,0.964469,5.93393,1.00945
0.25898,0.659791,0.909886,5.94516,1.0024
0.243505,0.659365,0.865323,5.91931,1.00786
0.246015,0.662526,0.852167,5.94076,1.01145
0.265274,0.675591,0.967014,5.93317,1.00348
0.247702,0.695448,0.941023,5.91475,0.998006
0.258317,0.658073,0.867173,5.91149,1.01128
0.25254,0.658376,0.906655,5.91182,1.00645
0.249165,0.686953,0.96775,5.90679,1.03236
0.265167,0.671753,0.917516,5.90823,1.00673
0.252082,0.673376,0.869012,5.90348,1.00497
0.263354,0.673398,1.00243,5.92918,1.01113
0.2505,0.668118,0.939045,5.92523,1.01439
0.259599,0.65851,0.914114,5.92361,0.999109
0.257848,0.662058,0.856241,5.91806,1.02254
0.247591,0.669844,0.9659,5.91788,1.00605
0.246293,0.682856,0.980652,5.93358,0.998379
0.258551,0.665474,1.01332,5.92795,1.02557
0.255509,0.679566,0.898347,5.9091,0.987804
0.25594,0.673511,0.910762,5.94,1.01009
0.263867,0.671306,0.906324,5.91486,0.996225
0.25505,0.685896,0.978789,5.92662,0.998288
0.258374,0.665783,0.958465,5.94023,0.995303
0.259447,0.668357,0.907426,5.93499,1.00921
0.253012,0.667454,0.896512,5.92341,0.996629
0.264764,0.696202,0.91339,5.9199,1.00831
0.245245,0.664874,1.00173,5.9384,0.989119
0.264854,0.68168,0.914772,5.93801,1.01014
0.251491,0.668555,0.918313,5.92863,1.01037
0.259227,0.684592,0.902655,5.92727,1.00688
0.242836,0.664311,0.992076,5.93057,1.00826
0.253718,0.6698,0.909854,5.92178,1.01694
0.249605,0.666953,0.896437,5.91949,0.996863
0.244468,0.658739,0.945422,5.91969,1.00257
0.249365,0.685307,0.897782,5.94491,1.00567
0.258789,0.672273,0.942825,5.92366,0.990695
0.239853,0.692793,0.894865,5.93447,1.02625
0.255018,0.677113,0.93587,5.93504,0.997235
0.246784,0.671561,0.900854,5.93372,0.999756
0.251516,0.673584,0.957067,5.93199,1.00782
0.257074,0.65821,0.875046,5.9239,0.988282
0.257008,0.668638,0.917688,5.93476,1.00992
0.270573,0.651659,0.947019,5.91443,1.01022
0.236885,0.677059,1.07994,5.94503,1.00517
0.246933,0.66709,0.913205,5.91315,1.00251
0.254366,0.671598,0.852865,5.92065,1.01345
0.258122,0.674686,0.938517,5.91788,1.01227
0.255299,0.64886,0.917706,5.92176,1.01779
0.25194,0.685317,1.00066,5.92294,1.0074
0.253633,0.675372,0.8323,5.91191,1.0066
0.251031,0.653096,0.843965,5.92482,1.00594
0.252546,0.676154,0.928162,5.93011,0.991279
0.245966,0.684909,1.00902,5.9272,0.999501
0.249307,0.656397,0.907154,5.92723,0.997611
0.261416,0.675431,0.914446,5.92136,1.01712
0.255846,0.687607,0.877848,5.92504,0.99643
0.253986,0.672864,0.906989,5.92253,1.0031
0.256279,0.677869,0.93938,5.92713,1.00098
0.256857,0.682456,0.920226,5.91898,1.00653
0.253179,0.670844,0.969787,5.92947,1.01439
0.237708,0.663543,0.991715,5.93314,0.990204
0.250673,0.684615,0.908773,5.92422,1.00114
0.25542,0.665745,0.933904,5.9376,1.01598
0.259071,0.671488,0.941747,5.91821,0.991499
0.250417,0.670431,0.899081,5.93402,1.01024
0.252301,0.687381,1.01407,5.925,0.991065
0.266479,0.669704,0.938484,5.92607,1.00392
0.265258,0.662108,0.933379,5.91874,1.00615
0.255377,0.664732,0.953457,5.92758,0.997927
0.255287,0.664061,0.92526,5.92283,1.00517
0.260042,0.67451,0.929584,5.91779,1.02165
0.249328,0.652424,0.943018,5.93374,1.01012
0.261407,0.670047,0.887546,5.92461,0.992783
0.253225,0.661101,0.902466,5.92907,1.00703
0.252292,0.670328,0.919785,5.94991,1.00839
0.252693,0.667771,1.01308,5.93733,1.00592
0.255232,0.679781,0.943648,5.93341,1.00666
0.26689,0.667241,0.940788,5.92139,1.00715
0.254084,0.652285,0.876924,5.93444,0.997251
0.259295,0.664854,0.932012,5.91095,1.00825
0.255479,0.657952,0.830154,5.94123,1.0071
0.25013,0.676079,0.917298,5.94555,1.01326
0.253637,0.683939,0.925784,5.94089,1.01494
0.26411,0.668584,0.894054,5.93089,1.00671
0.260108,0.674627,0.978814,5.92779,0.991272
0.255064,0.677685,0.954977,5.93308,1.01319
0.241967,0.664192,0.944382,5.92803,1.01003
0.233332,0.649166,0.938287,5.93071,1.01159
0.256819,0.675496,0.822513,5.91766,1.01167
0.246337,0.672965,0.927312,5.92013,1.01606
0.256331,0.665716,0.948757,5.94213,1.00623
0.258244,0.663293,0.979638,5.92249,1.01185
0.257268,0.671227,0.967352,5.90968,0.991893
0.253519,0.684892,0.935932,5.92236,1.00023
0.257714,0.694097,0.894349,5.94153,1.00085
0.254096,0.667218,0.895293,5.93347,0.996478
0.264763,0.668139,0.939883,5.92316,0.991369
0.251225,0.66482,0.921335,5.91135,1.01472
0.251916,0.670027,0.967145,5.93354,1.01147
0.25203,0.663209,0.87094,5.93624,1.0118
0.252496,0.658476,0.882389,5.91643,1.00482
0.253284,0.671117,0.935979,5.92264,1.00744
0.263368,0.67317,0.952535,5.94007,1.01249
0.256382,0.658584,0.92674,5.9379,1.01911
0.252275,0.673094,0.936239,5.93437,1.01753
0.255932,0.678486,0.968658,5.92429,0.998553
0.260017,0.679229,0.980263,5.93297,0.988701
0.262286,0.676704,0.938618,5.93065,0.988769
0.254214,0.679852,0.967041,5.91639,1.00839
0.251122,0.672606,0.967616,5.93064,0.998152
0.255642,0.660731,0.957984,5.91319,1.00168
0.273932,0.687869,0.90845,5.92393,1.00267
0.258697,0.684867,0.982918,5.93673,1.01275
0.256371,0.664884,0.98655,5.94105,1.01073
0.255712,0.687562,0.885803,5.9287,1.00793
0.250163,0.678281,0.964164,5.93863,1.00423
0.258413,0.651811,0.847796,5.91315,1.00862
0.245995,0.655425,0.9493,5.90872,1.01004
0.252687,0.675612,1.04301,5.94706,1.00064
0.241632,0.670747,0.898031,5.93864,1.01647
0.259016,0.679068,0.983528,5.95358,1.01011
0.256484,0.669892,0.938606,5.91922,1.00449
0.260382,0.683423,0.980938,5.92915,1.00956
0.256863,0.673484,0.998652,5.9398,0.991024
0.253005,0.67254,0.974428,5.9343,0.998407
0.252037,0.666798,0.928561,5.92801,1.00494
0.273894,0.671499,0.946587,5.92384,0.997322
0.241357,0.668001,0.886107,5.92368,1.00564
0.267394,0.669696,0.991271,5.93463,1.00984
0.273444,0.657983,0.870164,5.9059,1.00201
0.259552,0.671757,0.966552,5.94346,1.00839
0.254643,0.657444,0.890254,5.93445,0.993888
0.259382,0.685075,0.88788,5.92051,1.0205
0.254486,0.673832,0.947415,5.93981,1.01151
0.243655,0.67531,0.932519,5.91937,1.01318
0.263638,0.682872,0.918487,5.91309,1.00706
0.253606,0.654568,0.915759,5.92989,1.01057
0.257606,0.679813,0.91006,5.9213,0.999018
0.260044,0.665189,0.910347,5.94111,0.996791
0.243887,0.674338,0.895591,5.9486,1.00221
0.265382,0.666792,0.945172,5.91029,0.996199
0.263955,0.669307,0.780421,5.91685,1.01616
0.250639,0.686381,0.939481,5.9447,1.01159
0.258498,0.671421,0.909737,5.92134,0.995706
0.25373,0.660346,0.885147,5.92432,0.994032
0.256475,0.700187,0.886694,5.92489,1.01186
0.247768,0.679864,0.887759,5.93802,0.98768
0.255359,0.675806,0.959123,5.91295,1.01246
0.259861,0.669817,0.864881,5.91232,1.00804
0.259005,0.674362,0.974233,5.91542,1.00519
0.254596,0.660571,0.867163,5.92702,1.01433
0.252434,0.676174,0.821213,5.9236,0.992847
0.251396,0.663748,0.982236,5.92774,1.01146
0.257817,0.660823,0.920388,5.91387,0.986452
0.24954,0.660615,0.981983,5.92186,1.00369
0.261529,0.679027,0.880196,5.9569,0.996017
0.255069,0.662104,0.83724,5.93761,1.00091
0.254456,0.662266,0.874423,5.93037,0.996585
0.254711,0.666659,0.835852,5.92416,1.0099
0.268098,0.654463,1.00545,5.93782,0.999986
0.255674,0.671194,0.908846,5.92449,1.0177
0.249532,0.668099,0.922134,5.91781,1.00677
0.247834,0.681072,0.978729,5.9309,0.992172
0.250861,0.665264,0.922314,5.94689,1.00127
0.258255,0.673762,0.880816,5.94302,0.997412
0.257136,0.678254,0.977473,5.93109,1.00282
0.244275,0.665086,0.938134,5.93659,0.999502
0.253429,0.663224,0.988512,5.92561,0.99865
0.267243,0.676735,0.915611,5.93493,1.01229
0.248586,0.670557,0.89175,5.92581,0.998207
0.250076,0.674126,1.12913,5.95186,1.00952
0.257372,0.678379,0.84665,5.92279,0.98757
0.258617,0.676688,0.907859,5.91966,1.01631
0.25117,0.66349,0.930517,5.92813,1.00174
0.264261,0.684429,0.950172,5.92587,1.00219
0.26666,0.691656,0.946315,5.92401,1.01166
0.240917,0.669527,0.918297,5.94681,1.01351
0.254959,0.669782,0.927149,5.92954,1.0177
0.258395,0.680836,0.945849,5.9312,1.00209
0.265856,0.670647,1.00618,5.92344,1.01631
0.241852,0.681101,0.94531,5.94332,1.0095
0.249657,0.685191,0.915472,5.93153,0.996838
0.257007,0.657145,0.977842,5.93132,1.01203
0.254749,0.668457,0.872046,5.92567,1.00497
0.254184,0.680241,0.887561,5.92809,1.0043
0.251509,0.653187,0.884938,5.94037,1.01128
0.261963,0.660471,0.963652,5.94495,1.00342
0.237992,0.675715,0.983139,5.90523,1.01732
0.264949,0.664839,0.902099,5.93789,1.00727
0.242987,0.677817,0.91339,5.912,1.01866
0.260057,0.653904,0.873994,5.92428,0.984898
0.246598,0.664444,1.00666,5.93259,1.00847
0.265882,0.671643,0.96019,5.92386,1.00932
0.247388,0.683906,0.867991,5.94143,0.989324
0.268045,0.657501,0.855866,5.92752,1.00747
0.268428,0.662505,0.917256,5.95289,1.00078
0.251807,0.672815,1.01877,5.9492,1.0058
0.256625,0.671351,0.857672,5.92275,1.00112
0.260708,0.680612,1.01078,5.91588,0.99788
0.259427,0.67445,0.81265,5.91598,1.02115
0.249816,0.677976,0.90055,5.92092,1.00147
0.267275,0.663628,0.89015,5.92527,1.01258
0.264453,0.658543,0.998986,5.92732,1.00859
0.250364,0.664187,0.844622,5.91792,1.0067
0.254914,0.681544,0.968181,5.90653,1.0015
0.256319,0.678125,0.820715,5.91673,0.992893
0.248365,0.701422,0.997442,5.92109,1.00089
0.24688,0.676072,0.929881,5.91267,1.0123
0.265717,0.66422,0.908366,5.92921,1.0132
0.259006,0.670647,0.924987,5.90818,0.997976
0.266991,0.678668,0.904817,5.92004,0.998837
0.246171,0.668419,0.921179,5.931,1.00018
0.258819,0.673505,0.856707,5.92128,1.01578
0.250666,0.697189,0.92011,5.92945,0.996466
0.249,0.658891,0.839825,5.91632,1.01019
0.259492,0.68203,0.913272,5.93393,0.997246
0.25554,0.676676,0.959075,5.91891,1.01664
0.244174,0.691777,0.894593,5.94889,1.02024
0.243766,0.671819,0.941036,5.9284,1.01194
0.255171,0.678009,0.89839,5.92975,1.00494
0.250271,0.659415,0.955442,5.92301,1.01328
0.250115,0.666812,0.917927,5.90399,1.00519
0.249759,0.666898,0.966226,5.93453,0.99313
0.244937,0.67078,0.996673,5.91461,1.01509
0.258152,0.660734,0.962147,5.94035,1.01019
0.254798,0.661984,1.026,5.91061,1.00374
0.267038,0.666712,0.906521,5.92628,1.01553
0.250455,0.670023,0.893218,5.93936,1.00536
0.255712,0.665422,1.06711,5.93533,0.997471
0.248252,0.678126,0.965754,5.95332,0.998813
0.257501,0.666153,0.874692,5.92301,1.01174
0.264267,0.701473,0.901683,5.9386,1.00496
0.256242,0.671567,0.881917,5.93025,0.99874
0.252565,0.679759,0.976888,5.95798,1.0116
0.256045,0.677002,0.976721,5.92768,1.0052
0.255369,0.65724,0.994988,5.94315,1.01061
0.265146,0.67765,1.031,5.92221,1.00077
0.252394,0.672842,0.921646,5.9321,1.0077
0.257012,0.6609,0.932335,5.93995,1.00498
0.254278,0.66441,0.983467,5.90849,1.00941
0.247264,0.658332,0.873117,5.90486,1.01245
0.249936,0.682708,0.908005,5.93093,1.00208
0.252542,0.661248,0.961964,5.93406,1.00176
0.257337,0.669823,0.959121,5.9353,1.00782
0.251355,0.664461,0.951795,5.92477,1.0057
0.254298,0.680195,0.899956,5.93114,0.999343
0.250513,0.662174,0.896822,5.91396,1.01288
0.252475,0.682104,0.910631,5.92536,0.993108
0.261057,0.668824,0.974057,5.93097,0.994894
0.25002,0.676146,0.951405,5.93259,1.00853
0.251115,0.669734,0.896183,5.91922,1.0054
0.244688,0.660615,0.963662,5.92642,1.0058
0.24613,0.674597,0.976433,5.9287,1.01633
0.24632,0.676009,0.889512,5.92133,1.00751
0.260297,0.670468,0.931921,5.92742,0.988321
0.258771,0.671207,0.908601,5.91573,1.00466
0.255363,0.681107,0.937127,5.92051,1.00995
0.25242,0.660583,0.892872,5.93631,1.00409
0.257247,0.668655,0.965511,5.94909,0.990078
0.248951,0.655903,0.921122,5.92434,1.00192
0.263027,0.665518,0.98436,5.92558,1.0033
0.256191,0.67619,0.974282,5.94106,1.00818
0.247708,0.661651,0.990853,5.9237,1.01564
0.255098,0.688837,0.889311,5.93675,1.00832
0.261136,0.685339,0.940672,5.93994,1.00095
0.255639,0.661681,1.07794,5.92081,1.0186
0.244911,0.675217,0.939439,5.93619,1.02046
0.259489,0.670051,0.935502,5.93522,0.994888
0.265158,0.66491,0.905478,5.93096,0.996561
0.24603,0.680521,0.940134,5.91526,1.00756
0.250013,0.682401,0.843739,5.91879,1.00707
0.243792,0.674842,0.914042,5.92134,0.991661
0.245254,0.677314,1.04973,5.94294,1.01379
0.260991,0.66478,0.847818,5.94496,1.01382
0.24138,0.664513,1.02019,5.93582,1.00674
0.254431,0.670807,0.991572,5.92402,1.01189
0.259161,0.674484,0.872716,5.92394,1.01174
0.251913,0.668976,0.891506,5.94155,1.0128
0.253388,0.687448,0.915549,5.93672,1.01592
0.248947,0.67345,0.921753,5.94327,1.0173
0.251635,0.678524,0.935339,5.9252,1.00351
0.238788,0.666477,0.978259,5.91254,0.99593
0.26131,0.671868,0.876245,5.91716,0.99353
0.254986,0.660436,0.924988,5.94235,0.993449
0.24535,0.680564,0.95658,5.94361,1.01199
0.262414,0.673359,0.986501,5.94151,1.00901
0.239795,0.661946,0.892901,5.92155,0.997324
0.246214,0.671621,0.863049,5.93545,0.997901
0.256109,0.664658,1.02546,5.91735,1.02386
0.252807,0.663284,0.962978,5.91129,0.99101
0.257326,0.672857,0.887822,5.92783,1.00211
0.253457,0.668253,0.949806,5.91572,1.0074
0.26255,0.667727,0.943849,5.92201,1.00812
0.24737,0.690116,0.838065,5.92268,1.00239
0.246158,0.692142,0.94723,5.93419,1.00755
0.25373,0.679774,0.925527,5.93494,1.00395
0.253394,0.675731,0.928255,5.93786,0.997634
0.26233,0.66394,0.902532,5.92601,1.01344
0.255606,0.655154,1.01234,5.90589,1.00758
0.255657,0.6807,0.957327,5.92505,1.00189
0.264143,0.681493,0.883834,5.91675,1.01041
0.272244,0.691449,0.884352,5.92534,0.987743
0.253956,0.669512,0.934568,5.91639,1.00709
0.238387,0.668088,0.919247,5.92757,1.00377
0.248503,0.663788,0.951009,5.92448,0.988144
0.267881,0.660454,0.93868,5.92586,1.00684
0.261487,0.670604,0.964142,5.91943,1.00588
0.259657,0.646207,0.879262,5.93631,1.00858
0.250049,0.671026,0.939235,5.92859,0.997065
0.261163,0.66604,0.916148,5.93962,1.0031
0.254758,0.677219,0.971622,5.92715,0.985135
0.236484,0.664343,0.944561,5.9269,0.995548
0.260024,0.669054,0.888858,5.91964,1.00719
0.241706,0.681115,0.984751,5.94769,1.00298
0.250614,0.664991,0.902083,5.92676,1.00308
0.261766,0.660793,0.865568,5.91733,1.01443
0.250498,0.666636,0.847761,5.92029,0.987696
0.256187,0.668281,0.962037,5.9338,1.01139
0.263539,0.671693,0.890293,5.90457,1.00449
0.256544,0.674415,0.884097,5.94222,1.00423
0.259986,0.661807,1.00562,5.9145,0.998762
0.256718,0.691037,0.899892,5.93377,1.00709
0.258993,0.691219,0.972312,5.9306,1.03033
0.263019,0.670061,0.893565,5.92102,1.00437
0.258906,0.683039,0.941427,5.92609,1.01062
0.247149,0.669675,0.934367,5.91633,1.0067
0.241377,0.68331,0.945078,5.91968,1.00247
0.247139,0.673538,0.931165,5.92536,1.00251
0.251389,0.670004,1.04689,5.94373,1.00124
0.258153,0.679847,0.990529,5.91016,1.01522
0.256545,0.673258,0.8711,5.91882,1.00638
0.250159,0.662069,1.00873,5.93931,1.02195
0.267772,0.671327,0.915569,5.92489,1.01437
0.256439,0.676127,0.836761,5.91685,0.997498
0.259829,0.675903,0.944288,5.92149,1.00953
0.257695,0.686048,0.982572,5.91623,1.01377
0.26877,0.665317,0.90148,5.91456,0.999533
0.265868,0.672106,0.935337,5.92999,1.008
0.240606,0.661945,0.994874,5.94448,1.01009
0.250051,0.665782,1.01216,5.92875,1.0138
0.256247,0.663001,0.938736,5.94404,1.00868
0.246259,0.681611,1.03955,5.92593,1.0016
0.254061,0.674804,1.00695,5.9265,1.01866
0.263456,0.672411,0.953233,5.91856,1.00953
0.254997,0.66363,0.866608,5.92276,1.00607
0.267463,0.667111,1.0169,5.94081,1.00769
0.2553,0.676468,0.901431,5.93683,1.01294
0.255691,0.70029,0.932531,5.95226,1.00132
0.259414,0.654368,0.927633,5.92081,1.00656
0.256364,0.676675,0.968572,5.92048,1.00566
0.25582,0.670966,0.940047,5.92913,1.00612
0.260963,0.672909,0.931679,5.92312,1.00673
0.254663,0.681992,0.969588,5.93057,1.01544
0.26874,0.675087,0.863506,5.93447,1.00982
0.257114,0.679149,0.990184,5.94464,0.994706
0.275467,0.681623,0.892627,5.93865,0.999181
0.264897,0.674119,0.953921,5.9425,1.01234
0.246135,0.654991,0.90807,5.93834,0.997248
0.260439,0.665205,0.925481,5.93236,1.00306
0.247288,0.684959,0.953037,5.92247,0.986648
0.255774,0.670475,0.912109,5.94298,1.00317
0.252393,0.660775,0.917787,5.92245,1.00352
0.244422,0.678747,0.893699,5.92768,1.00201
0.247683,0.670268,0.854782,5.92311,1.00471
0.259075,0.670201,0.959679,5.91519,1.01202
0.245125,0.669423,0.878969,5.91433,0.996887
0.257043,0.669588,0.958789,5.93221,1.00283
0.268557,0.669397,0.853553,5.93621,0.995148
0.26167,0.672096,0.997287,5.94325,1.00753
0.249528,0.670473,1.0034,5.90036,0.992241
0.261708,0.678635,0.989888,5.91942,1.00749
0.253662,0.691514,0.918645,5.92172,1.01011
0.255343,0.676046,0.964763,5.93828,1.01487
0.250787,0.667439,1.00159,5.9394,1.0124
0.252537,0.659774,0.9509,5.92141,0.998659
0.253712,0.672572,1.02295,5.93953,1.01534
0.254509,0.700679,0.949191,5.91728,0.999219
0.252391,0.685538,0.866754,5.94685,1.0033
0.253489,0.662866,0.909784,5.92467,1.01079
0.248158,0.668446,0.915881,5.91729,1.00105
0.260945,0.66496,0.885619,5.93304,1.01277
0.249791,0.666773,1.00009,5.93848,1.01094
0.24262,0.663758,0.962004,5.92299,1.01581
0.256143,0.684406,0.779171,5.91588,1.01054
0.247557,0.6676,0.877555,5.9159,0.998412
0.243434,0.690001,0.882122,5.9291,0.995583
0.256507,0.675991,0.887541,5.93549,0.995509
0.256681,0.669473,0.870467,5.91686,0.995435
0.254607,0.673416,0.994902,5.92408,0.992329
0.249231,0.672336,0.915808,5.92217,1.00601
0.249232,0.695462,0.981511,5.93009,1.00485
0.256482,0.671544,0.957962,5.95412,1.00146
0.260335,0.672068,0.90109,5.93518,1.00971
0.266403,0.679304,0.950765,5.92068,0.992915
0.272893,0.68656,1.0025,5.93342,1.0077
0.257755,0.673342,0.950049,5.93684,1.00892
0.246466,0.673847,0.948012,5.9315,1.0121
0.247016,0.680428,0.964806,5.9328,1.0087
0.247683,0.672402,0.963763,5.93346,0.999073
0.242665,0.665442,0.968141,5.91653,0.998991
0.255067,0.669116,0.965234,5.92809,0.997069
0.238788,0.663529,0.927291,5.92291,1.01447
0.25399,0.680626,1.06457,5.93259,1.00631
0.247637,0.672901,0.918532,5.94251,1.00419
0.258959,0.671596,0.851796,5.91917,1.00073
0.252805,0.665719,0.964774,5.91795,0.992977
0.242501,0.663957,1.01351,5.94915,0.99604
0.249163,0.66579,0.919821,5.94363,1.0233
0.254314,0.668034,0.88239,5.92866,1.00245
0.251392,0.669961,0.919035,5.91917,1.01074
0.249536,0.659801,0.908844,5.91904,0.997006
0.253487,0.680255,0.915252,5.9288,1.00837
0.268133,0.666528,0.971674,5.9119,1.0017
0.259883,0.680811,0.977034,5.92361,0.994218
0.266336,0.670533,0.810434,5.92517,1.00285
0.249623,0.662327,0.889896,5.93093,1.00243
0.24734,0.672639,0.910816,5.93859,1.00245
0.258631,0.653894,0.877648,5.94428,1.00214
0.249123,0.691387,0.923888,5.93602,1.00314
0.251586,0.679939,0.875286,5.93371,0.999553
0.257869,0.66633,0.86597,5.95364,1.0064
0.26685,0.669622,0.995516,5.92139,1.00134
0.236939,0.659749,0.927434,5.94018,1.00055
0.262036,0.677345,0.940203,5.91732,1.00185
0.253985,0.679608,0.879771,5.91593,1.00295
0.261092,0.669627,0.866657,5.9264,0.991825
0.2533,0.658752,0.892469,5.92219,1.01617
0.253765,0.67601,0.851274,5.91556,1.00921
0.266121,0.661485,0.818162,5.93798,1.01301
0.252238,0.660576,0.948491,5.91059,1.00001
0.25064,0.658633,0.946497,5.92739,1.00181
0.251418,0.666511,0.974866,5.94032,1.00331
0.258551,0.678911,0.986762,5.92265,0.995158
0.242345,0.664833,0.985156,5.93335,1.0034
0.263738,0.67455,0.983589,5.92178,1.0119
0.25664,0.675383,0.990301,5.9258,1.00746
0.259866,0.671957,0.892843,5.92684,1.0136
0.258759,0.673418,0.981813,5.93245,0.994321
0.252999,0.660367,0.932458,5.90468,1.01332
0.255235,0.674178,0.90443,5.92184,1.00058
0.245906,0.677615,0.941198,5.92439,1.0182
0.256311,0.670387,0.958273,5.92952,0.99545
0.269979,0.675329,0.958411,5.91737,1.0185
0.261757,0.672919,0.919303,5.92821,1.00458
0.251828,0.66398,0.911852,5.92561,1.00986
0.255646,0.694951,1.00366,5.93582,1.00188
0.255696,0.673707,0.939858,5.93219,0.996451
0.251742,0.672778,1.00083,5.93217,1.01845
0.261217,0.683922,0.889086,5.92411,1.004
0.251193,0.667107,0.908958,5.9346,1.01114
0.258819,0.667011,0.883717,5.94148,1.01438
0.255803,0.674559,0.948519,5.92685,0.989769
0.251423,0.660329,0.942164,5.927,1.01034
0.242041,0.685309,0.926422,5.91254,1.01318
0.251898,0.672743,0.914943,5.92515,0.996597
0.262918,0.662922,0.934748,5.93852,1.00227
0.248113,0.66467,0.949256,5.91577,1.02821
0.254177,0.676031,1.00429,5.91604,1.00201
0.26426,0.666249,0.990229,5.91519,0.992974
0.266536,0.686207,0.762935,5.91756,0.992946
0.261587,0.66847,0.871534,5.93093,0.997015
0.258198,0.672661,0.888058,5.93602,0.999075
0.256949,0.67955,0.942012,5.92707,1.01366
0.257575,0.654368,1.00339,5.9206,1.00328
0.254966,0.665228,0.965448,5.90652,0.997792
0.254451,0.657936,0.931308,5.91973,1.0073
0.253065,0.667346,1.00827,5.94079,1.01956
0.255111,0.677756,0.891806,5.92183,1.00435
0.261606,0.6612,0.920188,5.91537,1.00107
0.247985,0.687826,0.884993,5.93229,1.01027
0.26483,0.670804,0.924356,5.92086,1.00026
0.263299,0.673767,0.933219,5.92781,1.01458
0.255557,0.662966,0.923681,5.93,1.00083
0.250433,0.695489,0.99022,5.92601,1.01913
0.246217,0.666611,0.986543,5.92717,1.0028
0.25479,0.684036,0.955806,5.91533,1.01059
0.252994,0.665757,0.87573,5.92146,1.00675
0.249156,0.671172,0.977946,5.92403,1.00831
0.260344,0.677647,0.919203,5.92683,1.007
0.260755,0.689362,1.02102,5.89817,1.01264
0.252316,0.6833,0.843468,5.92497,1.00707
0.262639,0.687308,0.936105,5.9022,0.999021
0.270525,0.658682,1.01438,5.93223,1.00181
0.250037,0.656361,0.932563,5.90707,1.00718
0.264859,0.674889,0.96568,5.9204,0.99208
0.25362,0.675352,0.905235,5.9146,1.01331
0.244118,0.665996,0.873904,5.92179,1.00999
