gamma_base,alpha,beta_time,mu_log_time,sigma_log_time
0.266215,0.668842,0.909681,5.91505,0.995135
0.260353,0.684735,0.907537,5.9379,1.00967
0.248101,0.682228,0.880431,5.93616,1.00836
0.241957,0.674101,0.923834,5.92359,1.00962
0.253975,0.663277,0.906558,5.93309,1.00491
0.253374,0.661599,0.970578,5.91532,1.00971
0.244154,0.66258,0.935071,5.91871,0.994695
0.250516,0.667458,0.930507,5.92106,1.00474
0.247993,0.674809,0.921191,5.91455,0.988605
0.260388,0.676697,1.01583,5.91914,1.00145
0.258877,0.664416,0.944511,5.93887,1.01
0.260661,0.667646,0.98108,5.92339,1.00399
0.256915,0.658038,0.974134,5.91394,0.996567
0.254654,0.671313,0.899996,5.91855,0.998219
0.254452,0.694128,0.857635,5.93581,1.00516
0.268292,0.653541,0.895846,5.92085,1.00512
0.254146,0.668884,0.987513,5.92732,0.993595
0.264298,0.66752,0.950286,5.92917,1.00307
0.244104,0.667636,0.862875,5.94969,1.00331
0.268314,0.67204,1.02853,5.93637,1.01671
0.249821,0.656142,0.830415,5.93504,1.00922
0.252235,0.644428,0.942188,5.93007,1.00623
0.250994,0.680522,0.900801,5.93136,1.00706
0.25509,0.663416,0.934991,5.93992,1.00931
0.263596,0.690557,0.970825,5.94622,1.00965
0.253541,0.689785,0.884439,5.94054,1.00808
0.258389,0.703021,0.972782,5.92698,1.02701
0.242608,0.668473,0.910298,5.92512,1.00628
0.259613,0.674791,0.962163,5.92557,1.00895
0.26325,0.678315,0.913939,5.92293,1.00664
0.268294,0.678975,1.05556,5.92537,1.00179
0.262082,0.683818,0.901237,5.92949,1.01731
0.259657,0.664341,0.991005,5.93483,1.00615
0.249678,0.691053,0.945008,5.9216,1.00075
0.26025,0.680845,0.830858,5.92238,0.997262
0.262679,0.682145,0.876591,5.91794,0.999598
0.253861,0.686031,0.991368,5.93096,1.01985
0.266446,0.676185,0.943841,5.93682,1.00477
0.253289,0.656508,0.94136,5.9245,1.00277
0.254205,0.664168,0.918991,5.93104,1.00076
0.257893,0.668429,0.879489,5.93866,1.01024
0.256428,0.661044,0.963191,5.9215,1.00304
0.261111,0.674302,0.919182,5.92161,1.00566
0.270053,0.667012,0.966852,5.93683,1.01144
0.246592,0.672247,0.95735,5.92474,1.02111
0.251282,0.662584,0.887187,5.92117,1.00701
0.257066,0.663602,0.937237,5.91943,1.02087
0.244952,0.666064,0.97742,5.92884,1.00503
0.260149,0.682262,1.00384,5.93576,0.996895
0.24915,0.667714,0.986207,5.93795,0.996881
0.244539,0.67545,1.00997,5.91607,1.00345
0.253031,0.665923,0.851972,5.91015,0.999876
0.25289,0.67518,0.936469,5.92419,1.01483
0.243073,0.678845,0.933451,5.91251,0.99349
0.259351,0.664762,0.952794,5.94651,0.992468
0.251313,0.656876,0.898752,5.91473,1.01078
0.254225,0.66305,0.889039,5.91993,0.987948
0.257502,0.660335,0.954908,5.93495,1.00524
0.254447,0.67066,0.985201,5.92919,1.01614
0.261356,0.665028,0.903873,5.93782,1.00972
0.242979,0.668988,0.884757,5.93036,0.998783
0.249123,0.67449,0.871916,5.92865,1.0092
0.254519,0.666828,0.974069,5.91188,1.00946
0.251653,0.680655,1.02008,5.92834,0.996385
0.257699,0.662957,0.905015,5.92125,1.01231
0.252048,0.690195,0.916962,5.9312,1.02336
0.262752,0.663147,0.891193,5.92892,1.01258
0.258383,0.657667,0.9541,5.92032,1.01012
0.254506,0.673938,0.934022,5.92258,1.00629
0.259253,0.678049,0.981354,5.93366,1.00444
0.26289,0.676955,0.970198,5.92748,1.00917
0.264695,0.681872,0.913919,5.92055,1.00216
0.246773,0.684059,0.969828,5.94773,1.01243
0.253101,0.666882,0.95427,5.92534,1.00816
0.268578,0.693934,1.00818,5.92838,1.00152
0.255326,0.678725,0.993394,5.91758,0.989101
0.256684,0.658335,0.98054,5.92318,0.991526
0.252671,0.669358,0.926276,5.91937,1.0022
0.256822,0.664737,0.959616,5.93652,1.00752
0.252275,0.680942,0.969322,5.95633,1.00382
0.257109,0.663741,0.970764,5.92475,1.00826
0.251351,0.673946,0.944446,5.92011,1.00411
0.263235,0.677254,0.866173,5.93037,0.996109
0.247401,0.67567,0.81689,5.92944,0.99465
0.252358,0.679352,0.827124,5.9162,0.998619
0.25629,0.669998,0.859206,5.93104,0.99653
0.251544,0.664185,0.897246,5.9267,1.00637
0.25934,0.681335,0.940648,5.92628,0.992087
0.253026,0.671647,0.919936,5.94081,1.00193
0.259079,0.693769,0.877833,5.92265,1.01347
0.261978,0.675167,0.90776,5.94704,1.00506
0.269109,0.671715,0.922238,5.94055,1.01342
0.264135,0.684716,0.998066,5.94131,1.00245
0.244171,0.675668,0.951919,5.92997,0.997965
0.237226,0.670739,0.910815,5.92836,0.995235
0.240906,0.67439,0.920887,5.94255,1.00252
0.258707,0.660262,0.945627,5.93163,1.00842
0.245746,0.674373,1.02546,5.92375,1.02167
0.247668,0.663659,0.964285,5.92641,1.00314
0.245147,0.68236,0.802273,5.93787,1.00023
0.25177,0.6623,0.950548,5.93402,1.00789
0.259133,0.688701,0.985489,5.90378,1.00022
0.261799,0.666391,0.932163,5.92563,1.00383
0.256947,0.678562,0.926248,5.93795,1.0169
0.259046,0.656294,0.925279,5.92382,1.00208
0.254147,0.675828,0.900685,5.90559,1.01081
0.235923,0.671882,0.925484,5.93819,1.02036
0.26468,0.665474,0.939125,5.93432,0.991216
0.259874,0.658443,0.896455,5.93485,1.00631
0.268842,0.681909,0.937018,5.93267,1.00728
0.249609,0.662891,0.945963,5.92365,0.998223
0.259847,0.676038,1.00368,5.90696,1.01046
0.261684,0.67864,0.89291,5.92839,1.01823
0.251694,0.680936,0.875496,5.93026,1.00744
0.259204,0.669734,0.962816,5.9102,1.00495
0.266249,0.680409,0.974382,5.93199,0.993003
0.248351,0.667655,0.90622,5.93536,1.00773
0.26857,0.669247,0.924537,5.93359,1.01177
0.256949,0.670153,1.01023,5.94037,1.0053
0.25924,0.666023,1.04482,5.92133,1.00976
0.262314,0.680889,0.926881,5.92719,1.01817
0.261773,0.670022,0.987944,5.93289,1.01559
0.244656,0.682356,0.998664,5.92267,1.01075
0.265377,0.676196,1.03939,5.92057,1.00108
0.258823,0.668682,1.01101,5.93319,0.999041
0.246777,0.667825,0.921737,5.95521,1.00985
0.239992,0.658905,1.02011,5.94302,1.02258
0.258263,0.680296,0.896099,5.93746,1.01316
0.258947,0.67893,0.972165,5.92252,1.01637
0.261679,0.668355,0.914886,5.93588,1.00122
0.261444,0.654605,0.90024,5.91503,1.00745
0.243868,0.659174,0.939048,5.92769,1.01188
0.264243,0.673219,1.0191,5.92905,1.00747
0.26245,0.681002,0.911817,5.93085,1.00695
0.259771,0.675263,0.947208,5.92218,0.997292
0.2435,0.692629,0.882218,5.93857,1.00108
0.24864,0.672325,0.91471,5.93465,1.01452
0.258606,0.656806,0.918768,5.93624,1.01096
0.251886,0.666727,0.940748,5.92848,1.00357
0.257148,0.668552,0.879713,5.92958,0.994187
0.253009,0.664361,1.00304,5.92517,1.01525
0.255909,0.664636,0.953839,5.94188,1.00134
0.256579,0.65816,0.976371,5.92407,1.00385
0.247055,0.660608,0.92474,5.92967,0.996338
0.264086,0.66403,0.861991,5.9221,1.01881
0.24127,0.657859,0.967358,5.92774,1.01519
0.253662,0.666682,0.9243,5.92906,1.00297
0.262371,0.689833,0.963018,5.91859,0.991904
0.249963,0.665466,0.936756,5.94183,1.0113
0.254098,0.671155,0.931353,5.92634,1.00413
0.256653,0.673692,0.989169,5.94275,1.01593
0.266153,0.669925,0.915988,5.92368,1.01354
0.249028,0.657518,0.871661,5.90961,0.998837
0.255223,0.665118,0.945118,5.93942,1.02159
0.258906,0.669995,0.966287,5.92551,1.02297
0.267767,0.661659,0.92744,5.93105,1.00625
0.256877,0.654608,0.938342,5.92701,1.00649
0.242551,0.678408,0.832955,5.94058,0.999276
0.243231,0.664985,0.96996,5.93604,0.992325
0.258671,0.68074,1.01565,5.9425,1.0049
0.255711,0.671905,0.947022,5.92286,1.00006
0.249376,0.684729,0.945162,5.92481,0.995318
0.248688,0.662291,0.972913,5.92046,0.991661
0.26185,0.673332,0.881487,5.93471,1.0025
0.253673,0.665151,0.881295,5.91692,1.02676
0.259868,0.663528,0.973995,5.94147,0.984853
0.261214,0.675961,0.802079,5.92269,1.00806
0.254056,0.682489,0.973391,5.93715,0.995172
0.250011,0.659699,0.940569,5.93925,0.994401
0.262108,0.655763,0.900802,5.92395,0.998706
0.255548,0.658126,0.948252,5.93022,1.00964
0.250016,0.667165,0.940723,5.92336,0.988147
0.247541,0.676643,0.86454,5.92118,1.00266
0.261155,0.675257,1.02966,5.92886,0.998473
0.253929,0.673872,0.951904,5.91755,1.00466
0.260516,0.668637,0.926592,5.91746,1.01343
0.259525,0.672663,0.938835,5.92028,1.00304
0.258368,0.684709,0.848967,5.94158,1.00127
0.262571,0.655587,0.994153,5.92178,0.995832
0.254809,0.675063,0.9428,5.91954,0.988787
0.254333,0.672479,0.898591,5.94647,0.997345
0.266737,0.675971,1.00085,5.91857,1.00588
0.257935,0.667951,0.937568,5.95576,1.00207
0.264703,0.673276,0.964893,5.91817,1.00667
0.257169,0.660266,0.908441,5.92646,1.00017
0.259354,0.670805,1.02481,5.91712,0.995285
0.259854,0.691689,0.900103,5.91159,1.01557
0.253287,0.679834,0.872554,5.9259,0.99083
0.246248,0.679541,0.851065,5.94632,1.01005
0.237642,0.665939,0.925707,5.94065,1.00315
0.245467,0.66663,0.960604,5.942,1.00154
0.262275,0.675862,1.01027,5.93159,1.01638
0.261137,0.669321,0.932958,5.91699,1.00363
0.264652,0.683757,0.882315,5.90965,1.00027
0.251569,0.673159,0.988462,5.94125,1.008
0.24693,0.666243,0.889684,5.91687,1.01255
0.249007,0.687344,0.888096,5.93849,1.01008
0.253492,0.670027,0.856321,5.91239,1.0132
0.253821,0.676022,0.93495,5.93283,1.00295
0.250521,0.655814,0.959245,5.93724,1.0068
0.254125,0.645946,0.970389,5.94081,1.0067
0.261257,0.664248,0.95771,5.91762,1.01544
0.252371,0.674517,0.918745,5.92759,1.0111
0.247683,0.670691,0.907435,5.92964,1.00853
0.25228,0.657368,0.962727,5.94501,1.00087
0.257644,0.668265,0.90694,5.89636,0.991443
0.242939,0.653931,0.998036,5.92818,1.01904
0.259529,0.677569,0.864568,5.94089,1.00985
0.246395,0.690067,0.931024,5.92725,0.998415
0.260467,0.686529,0.893829,5.92009,0.99738
0.256762,0.673096,1.04514,5.91576,0.99451
0.257887,0.668136,0.906636,5.92307,1.0078
0.262677,0.663148,0.998938,5.92894,1.01279
0.248572,0.691638,0.945658,5.94732,1.00264
0.257135,0.675777,0.900395,5.9451,1.0059
0.267982,0.684332,0.876749,5.92999,0.998618
0.256797,0.668684,0.937142,5.94914,1.00784
0.253438,0.655895,0.925693,5.91408,1.00439
0.262537,0.658949,0.978192,5.93942,1.00623
0.241051,0.680238,0.866566,5.93822,0.998735
0.254692,0.670719,0.928623,5.94406,0.994656
0.25759,0.664411,0.920464,5.90865,1.00519
0.253346,0.671211,0.888777,5.93719,1.01486
0.258318,0.686961,0.92176,5.9252,1.01217
0.260758,0.674619,0.854924,5.9283,1.00276
0.26209,0.670337,0.95953,5.93763,1.02006
0.250387,0.676264,0.949977,5.93765,1.00501
0.24532,0.663061,0.915848,5.90867,0.999176
0.258821,0.6687,0.921808,5.92988,1.00746
0.254695,0.684895,0.92404,5.91446,0.999023
0.251942,0.68072,0.949916,5.92,1.00328
0.266214,0.670235,0.930325,5.95513,1.01301
0.253702,0.692644,0.856785,5.92746,1.00841
0.256681,0.662878,1.00215,5.91512,1.01849
0.234128,0.67071,0.984508,5.92282,1.003
0.249834,0.673365,0.908351,5.94233,0.998175
0.265683,0.683831,0.806833,5.92594,1.0203
0.254533,0.678731,0.889386,5.93086,0.996315
0.257846,0.651179,0.928755,5.90866,0.999603
0.246572,0.671297,0.967329,5.9475,1.00051
0.267311,0.686937,1.04804,5.92953,1.01169
0.25329,0.676542,0.953944,5.91536,1.01327
0.24736,0.683584,0.969368,5.9337,1.0056
0.262172,0.668616,0.873543,5.92759,1.00951
0.262328,0.677998,0.958925,5.91376,1.00517
0.263453,0.670333,0.954114,5.91125,1.00409
0.251672,0.659995,0.886874,5.93182,1.00089
0.246499,0.684798,0.91994,5.92509,0.998124
0.250779,0.669547,0.951517,5.95093,1.01492
0.243844,0.670666,0.909448,5.91169,1.0251
0.265,0.666472,0.949089,5.91521,1.01717
0.262498,0.663989,0.90519,5.91453,0.996186
0.256409,0.663662,1.02318,5.94052,1.01636
0.264004,0.678624,0.901805,5.92688,1.0032
0.250992,0.684395,0.981791,5.91502,1.0044
0.260219,0.673911,0.910135,5.90273,0.998897
0.246948,0.665679,0.934203,5.92034,1.01893
0.24393,0.664137,0.911879,5.92346,0.992121
0.264342,0.670628,0.95158,5.91194,1.01754
0.258964,0.668337,0.915192,5.90839,1.00573
0.250502,0.669747,0.904867,5.93935,1.01127
0.251487,0.677358,0.924783,5.92524,0.996427
0.248682,0.667763,0.878648,5.9467,1.00725
0.254979,0.674448,0.904856,5.92941,1.00476
0.245374,0.667013,0.939135,5.90619,0.989886
0.264514,0.666665,0.965723,5.91621,1.00813
0.257238,0.662444,0.95342,5.92872,1.00023
0.257858,0.667792,0.894745,5.93173,1.00105
0.261323,0.659146,0.887791,5.92639,1.00704
0.244556,0.655376,0.967187,5.93367,1.00303
0.260476,0.695852,0.979012,5.92902,1.01122
0.240306,0.677253,0.965629,5.93866,1.00699
0.251547,0.673815,1.0566,5.9277,1.02482
0.269894,0.679749,0.989343,5.93753,0.996283
0.244777,0.67915,0.905811,5.92564,0.996628
0.255426,0.673642,0.944035,5.91714,1.01997
0.245777,0.669794,1.03872,5.91746,1.01523
0.26148,0.678773,0.825583,5.90418,1.01901
0.239768,0.674179,0.939937,5.90165,1.01406
0.27072,0.682969,0.941434,5.90997,1.01208
0.254005,0.663562,0.871238,5.93062,1.00686
0.256877,0.687072,0.834863,5.90852,0.996874
0.242758,0.674675,0.929849,5.93406,1.00884
0.256196,0.659287,0.813455,5.92126,1.01445
0.249027,0.702326,0.969507,5.92854,1.00848
0.252888,0.661415,1.03222,5.92087,1.01641
0.262342,0.659914,0.82947,5.93639,1.00238
0.247994,0.660353,0.958637,5.92363,1.01568
0.245577,0.678784,0.962508,5.92361,1.01201
0.25288,0.666653,0.9854,5.92898,1.00144
0.25655,0.681439,0.893019,5.93365,1.01978
0.249859,0.670883,0.956877,5.9093,1.01739
0.24755,0.67073,0.987887,5.94906,1.00699
0.257346,0.661214,0.905079,5.94464,1.01541
0.258307,0.684675,0.946863,5.92184,1.00539
0.259705,0.680293,0.941564,5.93467,1.00097
0.270844,0.67141,0.927685,5.9437,1.0071
0.265843,0.668802,0.929011,5.93799,1.003
0.263396,0.661664,0.91813,5.91077,0.99989
0.257941,0.652438,0.87879,5.93746,1.01079
0.264122,0.659473,1.02206,5.89845,1.02521
0.24702,0.663286,0.926151,5.94243,1.01217
0.264749,0.6825,0.926034,5.94425,0.999349
0.25194,0.699896,0.980335,5.92311,1.01564
0.262746,0.669649,1.01874,5.91731,1.00595
0.244196,0.656454,0.989076,5.93068,1.00756
0.245334,0.67308,1.0089,5.91873,1.0172
0.244187,0.681962,1.01216,5.92785,0.995428
0.258897,0.669712,0.965247,5.92446,1.0114
0.258185,0.654816,0.985881,5.92456,1.00258
0.250223,0.672813,0.880894,5.9164,1.00033
0.265919,0.677353,0.874941,5.9314,1.00623
0.257324,0.66409,0.914605,5.9172,1.00468
0.252533,0.666597,0.966122,5.92157,0.991171
0.258208,0.689629,0.920122,5.94248,1.00229
0.260745,0.661678,0.896549,5.9361,1.01935
0.247714,0.67517,1.00347,5.93389,1.00136
0.261412,0.670002,0.959123,5.92992,0.992367
0.245909,0.668271,0.971742,5.92859,1.0115
0.251581,0.674863,0.902345,5.92976,1.00171
0.241504,0.670941,0.805329,5.94931,1.02495
0.25169,0.664886,0.925211,5.94552,1.0054
0.251268,0.695578,0.982977,5.91714,1.00673
0.261588,0.669151,0.951761,5.91267,1.02009
0.24541,0.666313,0.923162,5.92177,1.01137
0.244369,0.662974,0.903524,5.95551,0.999182
0.25289,0.663348,0.93751,5.91632,1.00426
0.257259,0.656584,0.948596,5.92229,1.00479
0.237969,0.669967,1.00251,5.9124,1.01101
0.250385,0.671896,0.986908,5.92441,1.01638
0.261501,0.682266,0.864583,5.92113,0.99536
0.258689,0.673719,0.967257,5.91741,1.00709
0.250305,0.671339,0.869756,5.91037,0.995409
0.247344,0.667917,0.963535,5.92201,1.01308
0.250899,0.665093,1.00884,5.92475,0.997183
0.264676,0.66781,0.9857,5.92363,1.00927
0.264684,0.666494,0.826693,5.9483,1.00877
0.247939,0.676398,0.96507,5.93252,1.02047
0.266181,0.669727,0.862199,5.93561,1.01115
0.254099,0.663509,0.997993,5.92638,1.01112
0.267451,0.668978,0.979344,5.94114,1.00004
0.23429,0.66314,0.896638,5.91138,1.01699
0.254069,0.660582,0.991252,5.93117,0.996169
0.256655,0.692922,0.908058,5.9441,0.994978
0.256472,0.679762,0.940114,5.92852,1.01228
0.255532,0.677949,0.927916,5.93199,1.02098
0.239894,0.666433,0.90438,5.9305,1.01586
0.250691,0.681074,0.918764,5.94304,1.00535
0.263821,0.67294,0.969783,5.94163,1.00629
0.255402,0.65969,0.948774,5.92369,0.990283
0.250241,0.667437,0.96341,5.94973,1.01318
0.244993,0.671341,0.808183,5.91813,1.00887
0.267663,0.661677,0.964173,5.92116,1.01279
0.24696,0.675039,0.84064,5.93778,1.00966
0.260054,0.657703,0.984307,5.92718,0.993702
0.259153,0.665212,0.879128,5.92357,1.00404
0.265254,0.679083,0.951956,5.92867,1.01289
0.253101,0.674384,0.959167,5.90545,1.02496
0.258779,0.661342,0.927544,5.94891,0.993311
0.249888,0.672156,1.02296,5.93221,1.02061
0.258314,0.684615,0.933554,5.93922,1.00604
0.254495,0.668518,0.905759,5.93868,1.01495
0.243096,0.665898,0.981241,5.90352,1.01166
0.254379,0.678206,0.946386,5.94283,1.01304
0.246348,0.675626,0.912114,5.9323,1.01304
0.243778,0.660179,0.906541,5.90613,0.997685
0.248729,0.680199,0.930205,5.93564,1.00556
0.254473,0.68236,0.918488,5.94095,1.00576
0.253413,0.667382,0.970391,5.92076,0.995552
0.26069,0.673535,0.917483,5.92535,1.00675
0.251936,0.682555,0.950214,5.94684,1.00448
0.246692,0.694745,0.854494,5.93331,1.00843
0.257648,0.677881,1.01718,5.92165,1.0057
0.259165,0.661401,0.862505,5.92772,1.01258
0.246,0.681969,0.964108,5.91446,1.00152
0.264601,0.66694,1.04969,5.94538,1.01096
0.243077,0.669659,0.944461,5.93417,1.00523
0.25452,0.682616,0.947701,5.94423,1.00384
0.241277,0.660187,0.874721,5.92651,1.00912
0.255085,0.673703,0.881391,5.94081,1.0006
0.267299,0.669876,0.971135,5.91982,0.997175
0.24856,0.679555,0.946241,5.93221,1.01048
0.253991,0.674097,0.955788,5.93497,1.015
0.259665,0.673252,0.952286,5.92027,1.02212
0.256056,0.679692,0.999223,5.93884,1.00072
0.253824,0.662832,0.972544,5.9268,1.01127
0.243684,0.673209,0.904395,5.93266,1.01017
0.265831,0.665777,1.0177,5.91297,1.02094
0.248643,0.657758,0.907322,5.9239,1.00602
0.254312,0.672581,0.917686,5.93443,1.00407
0.266131,0.659814,0.965273,5.92034,1.01618
0.253117,0.663728,0.902683,5.9463,1.00285
0.246136,0.672873,0.864189,5.93359,1.0072
0.25291,0.657686,0.907355,5.92928,1.01496
0.255602,0.668438,0.891452,5.91947,1.01773
0.256925,0.661696,0.99876,5.93883,1.00636
0.252729,0.680769,0.911393,5.93019,1.01535
0.252163,0.667658,1.04233,5.92496,0.995672
0.259477,0.673031,0.880407,5.91988,1.01423
0.244411,0.668423,0.987486,5.93401,1.02134
0.25633,0.678292,0.946016,5.92155,1.00398
0.251295,0.665335,0.950549,5.95394,1.00943
0.255368,0.668289,0.923483,5.91037,0.997361
0.25526,0.661641,0.87466,5.93018,1.02409
0.253582,0.68102,0.912097,5.92404,1.00449
0.258735,0.675189,0.89266,5.92504,1.00243
0.247531,0.676925,0.978956,5.93773,1.01225
0.255294,0.66521,0.902174,5.92304,1.00566
0.246746,0.680289,0.936641,5.9186,1.01209
0.255728,0.689339,0.990013,5.93337,1.00241
0.260992,0.678029,0.895059,5.93378,1.00645
0.264788,0.663911,0.992514,5.93205,0.996363
0.236207,0.675374,0.953063,5.92952,1.00367
0.244859,0.678899,0.953911,5.93307,1.01079
0.247748,0.663633,0.886001,5.94531,1.00715
0.240925,0.687158,0.937205,5.9303,1.00942
0.265157,0.670377,0.973261,5.9419,1.00455
0.252049,0.667816,0.896536,5.93535,1.01015
0.257017,0.660501,0.967701,5.9383,1.00547
0.262121,0.655662,0.871651,5.93382,1.00575
0.260336,0.67868,0.911331,5.9287,1.00692
0.254543,0.685052,0.933691,5.92878,1.01001
0.259311,0.683258,1.04085,5.91436,0.991272
0.253757,0.669776,0.972062,5.92337,1.00473
0.25787,0.675413,0.890582,5.91897,1.01803
0.258686,0.674571,0.937566,5.92227,1.00322
0.242479,0.66863,0.931302,5.9304,1.01124
0.26752,0.668032,1.001,5.93702,0.99621
0.247322,0.663854,1.01172,5.91023,1.01481
0.264672,0.666868,1.03314,5.92763,1.01878
0.262291,0.664478,0.828236,5.91012,1.01542
0.266941,0.681121,1.01632,5.92944,1.00007
0.242963,0.665696,1.01293,5.93736,0.994358
0.252948,0.667738,0.989474,5.94905,1.00522
0.235928,0.684194,0.899182,5.93783,1.006
0.257578,0.68488,0.971672,5.94319,0.999143
0.259379,0.672938,0.89866,5.92868,1.02226
0.26003,0.653334,0.911197,5.93105,1.00793
0.241701,0.680665,0.8865,5.95019,1.01504
0.265915,0.675641,0.97709,5.91921,1.00821
0.248499,0.676991,0.92966,5.94259,0.994314
0.262801,0.668168,0.934679,5.93624,1.00138
0.253916,0.675829,0.964073,5.93499,1.00349
0.251391,0.671034,0.987094,5.93131,1.00085
0.246705,0.672413,0.923412,5.92663,0.998678
0.249354,0.675525,0.902014,5.92466,1.00079
0.262196,0.673541,0.913953,5.92465,1.00825
0.26545,0.668419,0.900275,5.92478,1.0017
0.250584,0.669227,0.949745,5.94304,1.00736
0.251755,0.664649,0.910048,5.9176,1.01198
0.247574,0.670294,0.865737,5.92587,1.014
0.262052,0.682321,0.944374,5.92648,1.00983
0.255274,0.683609,0.935766,5.92268,0.999494
0.259353,0.668172,0.920205,5.91222,1.01414
0.25161,0.675634,0.911391,5.91492,1.02219
0.261609,0.68515,0.955119,5.91594,0.995731
0.260105,0.669452,0.950661,5.93605,1.01356
0.262222,0.684078,1.03297,5.93804,0.998961
0.265561,0.673039,0.961117,5.91373,1.00419
0.247864,0.666807,1.00395,5.93651,0.997267
0.26583,0.669883,0.827257,5.9309,1.00558
0.258326,0.674227,0.922571,5.92656,1.00103
0.266563,0.667846,0.970683,5.94869,0.99887
0.257796,0.668683,0.956914,5.91546,1.0159
0.248896,0.662285,0.943953,5.94745,1.00237
0.258516,0.677538,0.977661,5.92045,1.00425
0.256981,0.666153,0.842663,5.93097,1.02095
0.25985,0.655244,0.858112,5.93247,0.981134
0.263862,0.669084,1.00539,5.92732,1.00797
0.248529,0.672112,1.00682,5.92252,1.01503
0.263215,0.665017,0.944744,5.94462,1.00907
0.253929,0.665996,0.965183,5.92833,0.999041
0.258942,0.653675,0.982854,5.91733,1.01684
0.245072,0.670617,0.968481,5.90811,0.99407
0.260925,0.661222,0.85093,5.89883,1.00799
0.258902,0.65508,0.860027,5.93667,1.01195
0.262388,0.689002,0.906598,5.90507,1.00291
0.245137,0.685512,0.856935,5.94005,0.999737
0.255937,0.666659,0.93921,5.92728,1.00674
0.25933,0.656337,0.953033,5.94145,1.01144
0.266253,0.654269,0.9234,5.93288,1.00484
0.257402,0.658892,0.945564,5.92192,1.0108
0.250425,0.651153,0.92395,5.93467,1.02041
0.248293,0.655687,0.835207,5.94238,1.00606
0.250191,0.662641,0.912448,5.91501,1.00593
0.257114,0.667292,0.980178,5.92812,1.00355
0.273161,0.668557,0.918188,5.93945,0.990415
0.249694,0.668326,0.932476,5.9168,0.99702
0.253018,0.670745,0.939133,5.92784,0.983305
0.266791,0.695609,0.804768,5.92825,0.994197
0.250613,0.671849,0.953777,5.93538,1.01105
0.254155,0.670263,0.908215,5.91485,1.02433
0.259742,0.665749,0.85896,5.92078,1.00802
0.254613,0.670451,0.919722,5.92306,0.999631
0.24857,0.68567,0.928327,5.94235,1.00918
0.254596,0.662259,0.912552,5.93494,0.995653
0.251756,0.678212,0.888138,5.93929,0.982236
0.259936,0.661063,0.990874,5.92514,0.99875
0.273772,0.659785,0.974239,5.93586,0.994698
0.248262,0.670358,0.921387,5.9495,0.994818
